iter	PRAUC	Logloss
133	0.9990514012	0.07742579125
134	0.9990632394	0.07684396119
135	0.999081112	0.07644975098
136	0.9990899242	0.07612632027
137	0.9991039405	0.07577927447
138	0.9991138315	0.07538667622
139	0.9991283497	0.07480955841
140	0.9991357193	0.0744109031
141	0.9991489949	0.07399250649
142	0.9991556556	0.07370560066
143	0.9991686939	0.07321125869
144	0.9991734103	0.0728641779
145	0.9992001682	0.07218954143
146	0.9992200256	0.0716281309
147	0.9992444419	0.07095092564
148	0.999258267	0.07041166731
149	0.9992557976	0.07009944495
150	0.9992671695	0.06977252614
151	0.999281012	0.0694211985
152	0.9992839079	0.06916030021
153	0.9992903678	0.06888415314
154	0.9993166038	0.06822377811
155	0.9993284085	0.06773073268
156	0.9993376637	0.06736059095
157	0.9993429996	0.06715321352
158	0.9993512415	0.06683288001
159	0.9993611352	0.06644375959
160	0.9993767809	0.06605845024
161	0.9993916832	0.06565766065
162	0.9993944494	0.06522322766
163	0.999400608	0.06482168501
164	0.9994082939	0.06444456751
165	0.9994171851	0.06399481023
166	0.9994183976	0.06379277584
167	0.9994257192	0.06334321889
168	0.9994333712	0.0629261328
169	0.9994342802	0.06275892115
170	0.9994383724	0.0624031922
171	0.9994527055	0.06189781415
172	0.9994549602	0.06157462218
173	0.9994650942	0.06114738349
174	0.999480973	0.06077332638
175	0.9994830207	0.06062719757
176	0.9994836602	0.06042774661
177	0.9994873769	0.0601873253
178	0.9994953567	0.05973836779
179	0.9994954876	0.05942525718
180	0.9995043203	0.05920955975
181	0.9995154087	0.05896107888
182	0.9995160129	0.05876437244
183	0.9995214687	0.05853243701
184	0.9995249254	0.05824055507
185	0.9995324903	0.05787557538
186	0.9995445963	0.05756745212
187	0.9995501569	0.05718304276
188	0.9995565055	0.05689717987
189	0.9995610376	0.05668636587
190	0.9995723797	0.05628053719
191	0.9995811699	0.05596210905
192	0.9995837925	0.05572733089
193	0.9995866842	0.05542055522
194	0.999587956	0.05512836495
195	0.9995933581	0.05485506553
196	0.9996026705	0.05452070322
197	0.9996068509	0.05432615929
198	0.9996112819	0.054107354
199	0.9996180507	0.05376604754
200	0.9996220678	0.05352476008
201	0.9996241293	0.05342029357
202	0.9996298493	0.05321210762
203	0.9996380013	0.05291703237
204	0.9996407735	0.05266407079
205	0.9996451681	0.0523999988
206	0.999647553	0.05208582334
207	0.9996491554	0.05193783359
208	0.9996530581	0.05175340454
209	0.9996559275	0.05152881471
210	0.9996629149	0.05124338767
211	0.9996687823	0.05097015765
212	0.9996714248	0.0507644924
213	0.9996728679	0.05039423928
214	0.9996728576	0.05022107696
215	0.9996740344	0.05007965605
216	0.9996778223	0.04977754491
217	0.9996830665	0.04959562499
218	0.9996868689	0.04930823509
219	0.999691038	0.04914529312
220	0.9996937849	0.04895580632
221	0.9996940632	0.04878187583
222	0.9996957114	0.04857953409
223	0.9997023257	0.04826092778
224	0.9997029879	0.04805304502
225	0.9997076038	0.04777551825
226	0.9997068927	0.04763170273
227	0.9997069892	0.04753312003
228	0.9997101378	0.04729353957
229	0.9997143307	0.04708522556
230	0.9997199078	0.04680502674
231	0.9997259374	0.04660384506
232	0.9997274911	0.04634748948
233	0.9997319959	0.04604661087
234	0.9997334185	0.04586520715
235	0.9997365235	0.04568519107
236	0.9997436369	0.04541276615
237	0.9997446946	0.04523498641
238	0.9997467238	0.04506040347
239	0.9997526451	0.04485204412
240	0.9997542812	0.04473252872
241	0.9997553066	0.04447520834
242	0.9997595372	0.04422979509
243	0.9997615912	0.04408306144
244	0.9997636191	0.04384656829
245	0.9997632647	0.04359462112
246	0.9997655447	0.04340641516
247	0.9997662261	0.04329365806
248	0.9997650496	0.04310758767
249	0.9997663696	0.04288776732
250	0.9997689233	0.04272655305
251	0.999772926	0.04245813798
252	0.9997743124	0.04232633868
253	0.9997776855	0.04218043987
254	0.9997829483	0.04197207661
255	0.9997867734	0.04184998537
256	0.9997943868	0.04158157768
257	0.9997952815	0.0414618095
258	0.9997982356	0.04124052692
259	0.9997979486	0.04113377472
260	0.9998018595	0.04099271353
261	0.9998047879	0.04075050951
262	0.9998080529	0.04055298402
263	0.9998110233	0.04036704834
264	0.9998128921	0.04023087744
265	0.9998168264	0.0399413907
266	0.9998187	0.03979665706
267	0.9998196416	0.03965823789
268	0.999824452	0.03941436629
269	0.9998248141	0.03923570203
270	0.9998256515	0.03904815542
271	0.9998309271	0.03869246178
272	0.9998354281	0.0383756498
273	0.99983734	0.03815831132
274	0.9998409508	0.03792725374
275	0.99984055	0.03779231486
276	0.9998418282	0.03767143379
277	0.999841539	0.03751358506
278	0.9998474377	0.03725178681
279	0.9998464831	0.03714909937
280	0.999849766	0.03693133403
281	0.9998504491	0.03678341021
282	0.9998532877	0.03664511333
283	0.9998562316	0.03644946891
284	0.9998599872	0.03629464983
285	0.999859988	0.03620996979
286	0.9998638629	0.03597271789
287	0.9998665589	0.03579498383
288	0.9998694133	0.03557640381
289	0.9998707093	0.03548184871
290	0.9998703337	0.03526781272
291	0.9998719354	0.03516756248
292	0.9998745999	0.03494818647
293	0.9998749176	0.03485359705
294	0.9998762002	0.03476656771
295	0.9998774904	0.03465277472
296	0.9998791103	0.0344647739
297	0.9998790889	0.03435892731
298	0.9998813786	0.03415218121
299	0.999884569	0.0339378435
300	0.999885544	0.03385736329
301	0.9998858428	0.03376919074
302	0.9998880353	0.03360586281
303	0.9998861199	0.03345042104
304	0.9998884027	0.03329982509
305	0.9998887346	0.03315236328
306	0.9998910012	0.03296793037
307	0.9998929128	0.03280988095
308	0.9998938674	0.03267523884
309	0.9998948119	0.032500255
310	0.9998980522	0.03230305376
311	0.9998980618	0.03222146949
312	0.9999006984	0.03213901149
313	0.9999003814	0.0320706018
314	0.9999022996	0.03189673275
315	0.9999019742	0.03180759688
316	0.9999041837	0.03166215271
317	0.9999041926	0.03159186459
318	0.999905161	0.03142476493
319	0.9999084791	0.03129678873
320	0.999908823	0.03115720931
321	0.999910111	0.03104289928
322	0.9999094771	0.03093977406
323	0.9999097877	0.03083005934
324	0.9999110867	0.03073180735
325	0.9999124014	0.03061237389
326	0.9999127037	0.03052837789
327	0.9999130068	0.03043642433
328	0.9999152646	0.03028456805
329	0.9999165957	0.03016671537
330	0.999916929	0.03011690539
331	0.9999178833	0.03001690235
332	0.9999182241	0.02995133354
333	0.9999195258	0.02988445747
334	0.9999201862	0.02977545508
335	0.9999208342	0.02963813905
336	0.9999221236	0.02950015695
337	0.9999236567	0.02930743812
338	0.9999249384	0.02922034594
339	0.9999236724	0.0291186835
340	0.9999240148	0.02906029783
341	0.9999256147	0.02895503112
342	0.9999281739	0.02882579038
343	0.9999281711	0.02867487301
344	0.9999287809	0.02854289994
345	0.9999320171	0.02839529863
346	0.9999329917	0.0283456495
347	0.9999333268	0.02817017811
348	0.9999336441	0.02808736527
349	0.9999342509	0.02792241405
350	0.9999339135	0.02780721644
351	0.9999342511	0.02769077597
352	0.9999355052	0.02756481547
353	0.9999364455	0.02745785013
354	0.9999374198	0.02739148957
355	0.9999380745	0.02728700097
356	0.9999380745	0.02721779529
357	0.999939673	0.02705451737
358	0.9999412918	0.02691920112
359	0.999940632	0.02676561727
360	0.9999422564	0.02665736334
361	0.9999435629	0.02656283089
362	0.9999448261	0.02641094546
363	0.9999454665	0.0263706747
364	0.9999470795	0.02627712979
365	0.9999467481	0.02618946887
366	0.9999480449	0.0260465061
367	0.9999483624	0.02590207467
368	0.9999493227	0.0258252272
369	0.9999496453	0.02572453875
370	0.9999496578	0.02563915842
371	0.9999493324	0.02558209553
372	0.9999503037	0.0255077515
373	0.9999509423	0.02543623562
374	0.9999502938	0.02531341187
375	0.9999502938	0.02522722546
376	0.9999509423	0.0251861937
377	0.9999509423	0.02512842316
378	0.999950932	0.02506548211
379	0.9999515769	0.02496568311
380	0.9999518992	0.0249018025
381	0.9999518992	0.02484904643
382	0.9999522245	0.02481016019
383	0.9999531935	0.02468913821
384	0.9999528691	0.02458787255
385	0.9999531841	0.02452710468
386	0.9999560597	0.02439825491
387	0.9999567089	0.02434154168
388	0.9999576835	0.02423848395
389	0.9999596018	0.02414731024
390	0.9999596024	0.024100193
391	0.9999599303	0.02403362479
392	0.9999599279	0.0239332524
393	0.9999602405	0.02385545243
394	0.999960868	0.02380044692
395	0.9999615176	0.02376495786
396	0.9999624783	0.02369761469
397	0.9999640646	0.02357847311
398	0.9999634116	0.02346745076
399	0.9999630949	0.02341893302
400	0.999963743	0.0233112691
401	0.9999637452	0.02325397153
402	0.9999640727	0.02320568546
403	0.9999643789	0.02311934405
404	0.999965348	0.02303033155
405	0.9999646986	0.02296972079
406	0.9999646986	0.02293166998
407	0.9999656415	0.0228238143
408	0.9999659604	0.0227556644
409	0.9999666149	0.02270399575
410	0.9999688585	0.02262607281
411	0.9999688585	0.02258198559
412	0.999969185	0.02250406483
413	0.9999698287	0.02240984851
414	0.9999701548	0.0223321064
415	0.9999701548	0.02224618748
416	0.9999707904	0.02214640729
417	0.999972396	0.02203502811
418	0.9999724014	0.02194796986
419	0.9999733601	0.02187192965
420	0.9999733601	0.0218317562
421	0.9999730407	0.02174131617
422	0.9999727212	0.02167683327
423	0.9999736845	0.02162621396
424	0.9999736845	0.02158715794
425	0.9999740018	0.02154177058
426	0.9999740018	0.02151721936
427	0.999975286	0.02144724853
428	0.9999746428	0.02137100467
429	0.9999746428	0.02128201421
430	0.999974964	0.0212116399
431	0.9999756041	0.02114140881
432	0.9999762525	0.0210836215
433	0.9999768832	0.02101291353
434	0.9999768842	0.02094185478
435	0.9999768842	0.02089129628
436	0.9999772094	0.02085121644
437	0.9999778481	0.02078537242
438	0.9999781546	0.02071292331
439	0.9999791138	0.02061604427
440	0.9999787902	0.02050980201
441	0.9999794282	0.02047023013
442	0.9999797436	0.02042346781
443	0.9999800614	0.02034827446
444	0.9999797436	0.02031956357
445	0.9999803849	0.02026162331
446	0.9999813444	0.02021064483
447	0.9999813342	0.0201706432
448	0.9999813251	0.02008149544
449	0.9999816391	0.02001921592
450	0.9999819542	0.01993301505
451	0.9999819637	0.01985997331
452	0.9999832459	0.01981539228
453	0.9999835614	0.01976205702
454	0.9999832459	0.01967738479
455	0.9999838788	0.01962007146
456	0.9999838788	0.01957892498
457	0.9999841934	0.019531955
458	0.9999841934	0.01951666854
459	0.9999841934	0.01944883727
460	0.9999845104	0.01937324178
461	0.9999851465	0.01930282281
462	0.9999860962	0.01925829701
463	0.9999854596	0.01922841942
464	0.9999860962	0.0191786332
465	0.999986732	0.01906997981
466	0.9999870485	0.0190240774
467	0.9999873691	0.01894631821
468	0.9999873691	0.01887850257
469	0.9999873691	0.01885897547
470	0.9999876867	0.01883106031
471	0.9999873701	0.01877692984
472	0.9999870526	0.01874456596
473	0.9999873669	0.01869884861
474	0.9999873669	0.01867052373
475	0.9999873669	0.01862546814
476	0.9999873669	0.01858651015
477	0.9999873669	0.01851357211
478	0.9999873669	0.01848426806
479	0.9999880016	0.01843077442
480	0.9999880016	0.01840652703
481	0.9999880047	0.01836612954
482	0.9999880016	0.01832140758
483	0.9999880016	0.01830932944
484	0.9999880016	0.01824427561
485	0.9999889581	0.01820547782
486	0.9999889609	0.01815216266
487	0.9999883218	0.01809436082
488	0.9999883218	0.01803419252
489	0.9999886383	0.01798672154
490	0.9999889545	0.01792515479
491	0.9999895936	0.01789239076
492	0.9999895964	0.01785546505
493	0.9999895964	0.01783281833
494	0.9999899149	0.01779642001
495	0.999990231	0.01772651994
496	0.9999899125	0.01769291327
497	0.99999054	0.01765336119
498	0.9999908585	0.01758640657
499	0.99999054	0.01753504
500	0.99999054	0.01750385768
501	0.9999908585	0.01749051352
502	0.9999914923	0.01745654729
503	0.9999911742	0.01739513935
504	0.9999911742	0.01733209232
505	0.9999911742	0.01727808528
506	0.9999918063	0.0172163905
507	0.9999918077	0.01720385882
508	0.9999918077	0.01715680079
509	0.9999918077	0.01712347778
510	0.9999918077	0.0170988764
511	0.9999921216	0.01708702107
512	0.9999921254	0.01704677296
513	0.9999924403	0.01698295012
514	0.9999924403	0.01694739958
515	0.9999927543	0.01690636986
516	0.9999933883	0.0168960217
517	0.9999933883	0.01685150435
518	0.9999933883	0.01682926064
519	0.9999940204	0.01678182581
520	0.9999940204	0.01672607742
521	0.9999940204	0.01668843032
522	0.9999940204	0.01666853475
523	0.999994335	0.01662275587
524	0.999994335	0.01658487382
525	0.999994335	0.01654092831
526	0.999994335	0.01649689138
527	0.9999946505	0.01646050211
528	0.9999946505	0.01644337277
529	0.9999949673	0.01640926707
530	0.9999952788	0.01634616695
531	0.9999952788	0.01627943616
532	0.9999955957	0.01621521933
533	0.999995594	0.01616314478
534	0.999995594	0.01613339637
535	0.999995594	0.01609707318
536	0.999995594	0.01606535618
537	0.9999952806	0.0160263067
538	0.9999962238	0.01597705895
539	0.9999962238	0.01593494508
540	0.9999962238	0.01587831557
541	0.9999962238	0.01585522019
542	0.9999962238	0.01583718677
543	0.9999962238	0.01580371411
544	0.9999962238	0.01575754512
545	0.9999962238	0.01573123539
546	0.9999962238	0.01567631505
547	0.9999962238	0.01565339265
548	0.9999962238	0.01561903938
549	0.9999962238	0.01558812183
550	0.9999962238	0.01553680527
551	0.9999962238	0.0154896627
552	0.9999962238	0.01542929701
553	0.9999962238	0.01537124053
554	0.9999962238	0.01533180833
555	0.9999965379	0.0153060151
556	0.9999968543	0.01528077685
557	0.9999968543	0.0152401541
558	0.9999971686	0.01519726063
559	0.9999971686	0.01516387438
560	0.9999971686	0.01511587109
561	0.9999971686	0.01507461334
562	0.9999971686	0.01504988351
563	0.9999974822	0.014997154
564	0.9999974822	0.01497285832
565	0.9999974822	0.01495690559
566	0.9999974822	0.01494059685
567	0.9999974822	0.01490968193
568	0.9999974822	0.01488797889
569	0.9999974822	0.01484791192
570	0.9999974822	0.01481880443
571	0.9999974822	0.01480309584
572	0.9999974822	0.01477103409
573	0.9999977982	0.01472584856
574	0.9999977982	0.01468471486
575	0.9999981139	0.01463100063
576	0.9999981139	0.01459731554
577	0.9999981139	0.01457773521
578	0.9999984291	0.01454599277
579	0.9999984291	0.01451920684
580	0.999998744	0.01449000654
581	0.999998744	0.0144532649
582	0.999998744	0.01443075781
583	0.999998744	0.01438900004
584	0.999998744	0.01433435684
585	0.999998744	0.0143123783
586	0.999998744	0.01426418938
587	0.9999990577	0.01422512158
588	0.9999990577	0.0142224511
589	0.9999990577	0.01419958652
590	0.9999990577	0.01416690442
591	0.9999990577	0.0141584414
592	0.9999990577	0.01411976802
593	0.9999990577	0.01410089229
594	0.9999990577	0.01407208542
595	0.9999993721	0.01404927406
596	0.9999993721	0.0139996788
597	0.9999993721	0.01399299221
598	0.9999993721	0.01397267352
599	0.9999993721	0.01394611336
600	0.9999993721	0.01393664186
601	0.9999993721	0.01389990665
602	0.9999993721	0.01386899845
603	0.999999686	0.01383705929
604	0.999999686	0.01382862636
605	0.999999686	0.0138060922
606	0.999999686	0.01376235869
607	0.999999686	0.01373887557
608	0.999999686	0.01372898474
609	0.999999686	0.01368846476
610	0.999999686	0.01367698775
611	0.999999686	0.01363575889
612	0.999999686	0.01361174569
613	0.999999686	0.01360246278
614	0.999999686	0.01357603139
615	0.999999686	0.01352256495
616	0.999999686	0.01348252122
617	0.999999686	0.01344389278
618	0.999999686	0.01341992041
619	0.999999686	0.01341286991
620	0.999999686	0.01337702299
621	0.999999686	0.01335936382
622	0.999999686	0.01332670907
623	0.999999686	0.01328756581
624	0.999999686	0.01328076815
625	0.999999686	0.01325443934
626	0.999999686	0.01322475024
627	0.999999686	0.01320442345
628	0.999999686	0.01319436076
629	0.999999686	0.01316887384
630	0.999999686	0.01311731764
631	0.999999686	0.01309997273
632	0.999999686	0.0130597194
633	1	0.01300998139
634	1	0.01299665148
635	1	0.01296797174
636	1	0.01292646719
637	1	0.01291221713
638	1	0.01288293923
639	1	0.01284516918
640	0.999999686	0.01281849817
641	0.999999686	0.01281560254
642	0.999999686	0.01280914947
643	1	0.0127778666
644	1	0.01275803562
645	0.999999686	0.01274459189
646	0.999999686	0.01274457749
647	0.999999686	0.01272340481
648	0.999999686	0.01269648085
649	0.999999686	0.0126661611
650	0.999999686	0.01263976864
651	1	0.01259607307
652	1	0.01255804364
653	1	0.01252720483
654	1	0.01251269095
655	1	0.0124996801
656	1	0.01246875255
657	1	0.01244307012
658	1	0.01240965188
659	1	0.0123853617
660	1	0.01235186796
661	1	0.01233055705
662	1	0.01232245046
663	1	0.01231000588
664	1	0.01228635494
665	1	0.01225769131
666	1	0.0122349443
667	1	0.01220438873
668	1	0.01219014716
669	1	0.01216458639
670	1	0.01213762991
671	1	0.01213087623
672	1	0.01211397119
673	1	0.01210753636
674	1	0.01208129255
675	1	0.01204798013
676	1	0.01201885341
677	1	0.01199072465
678	1	0.01196279511
679	1	0.01193476597
680	1	0.01192391796
681	1	0.01191826783
682	1	0.01190001255
683	1	0.01187921942
684	1	0.01185211852
685	1	0.01183839963
686	1	0.01182379765
687	1	0.01179665316
688	1	0.01177383296
689	1	0.01177135697
690	1	0.01177127633
691	1	0.01175220505
692	1	0.01172583872
693	1	0.01169370157
694	1	0.01168759406
695	1	0.01168731058
696	1	0.01167021192
697	1	0.01167019369
698	1	0.0116536581
699	1	0.01164877008
